key_0,business_id,name,neighborhood,address,latitude,longitude,stars,review_count,categories,popular,gender,weekend,vegan,kid,group,Ameri,Europ,SouAM,Asian,Indian,Chinese,MidEas,Drinks,utility
EgGdnaotJpPvxCFyZPJeUw,EgGdnaotJpPvxCFyZPJeUw,"""Pizza Hut""",Northwest,"""4945 W. Craig Road""",36.238059,-115.21034099999999,2.0,13,Restaurants;Pizza,0.0,0.75,0.25,0.0,0.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.798830125209356
AfL8Ds7ex73tfVbq3EFWKg,AfL8Ds7ex73tfVbq3EFWKg,"""Baja Fresh""",Westside,"""8780 W Charleston Blvd, Ste 100""",36.1594825,-115.28745079999999,5.0,6,Restaurants;Mexican,0.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43.37332645872502
WMj5Uj04pAqFxLMnJQcQqw,WMj5Uj04pAqFxLMnJQcQqw,"""Panda Express""",The Strip,"""3355 Las Vegas Blvd S""",36.1220839,-115.16803159999999,2.5,61,Restaurants;Fast Food;Chinese,0.0,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33.91523987388051
RGmBfqdFb0giLPG-SZbQUQ,RGmBfqdFb0giLPG-SZbQUQ,"""Christy Candy Shop""",Eastside,"""3542 S Maryland Pkwy""",36.124902,-115.13471000000001,3.0,4,Food;Restaurants;Specialty Food;Mexican;Candy Stores;Ice Cream & Frozen Yogurt,,,,,,,,,,,,,,,
NoSj3hV8Rlz_gUsOL4_EjQ,NoSj3hV8Rlz_gUsOL4_EjQ,"""Jack's Pub""",,"""2416 W Sahara Ave""",36.1444404,-115.17443859999999,2.5,21,Nightlife;Pubs;Restaurants;Irish;Bars,0.0,0.5,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,43.02415157415529
sUMi2q41l4AzOsmJMRY8zQ,sUMi2q41l4AzOsmJMRY8zQ,"""Del Mar Deli""",Southeast,"""9777 Las Vegas Blvd S""",36.0115411891,-115.175896473,3.5,119,Delis;Sandwiches;Restaurants;Breakfast & Brunch,0.0,0.23809523809523808,0.38095238095238093,0.14285714285714285,0.0,0.38095238095238093,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.378566899936274
_ewxwEwJM-IYfIYnKpQOZw,_ewxwEwJM-IYfIYnKpQOZw,"""Mexicali Raspados""",Eastside,"""4865 S Pecos Rd""",36.100688299999995,-115.10108329999998,4.5,47,Restaurants;Ice Cream & Frozen Yogurt;Shaved Ice;Hot Dogs;Food,0.0,0.6521739130434783,0.34782608695652173,0.08695652173913043,0.08695652173913043,0.6521739130434783,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.108984988903345
yIZROHhe6hfmmzLCtTIEJQ,yIZROHhe6hfmmzLCtTIEJQ,"""Tootie's Place""",Southeast,"""6601 Las Vegas Blvd S""",36.0680033,-115.17644579999998,2.0,3,Restaurants;Fast Food;Creperies,,,,,,,,,,,,,,,
KhWl4Mwhm_Oqq0zIIz-0wQ,KhWl4Mwhm_Oqq0zIIz-0wQ,"""Carnival World & Seafood Buffet""",,"""3700 W Flamingo Rd""",36.117506,-115.18884399999999,2.5,508,Buffets;Seafood;Restaurants,0.0,0.42857142857142855,0.4594594594594595,0.05405405405405406,0.015444015444015444,0.4942084942084942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.681923682599496
v0byOL8VL6v6muGa1anxFA,v0byOL8VL6v6muGa1anxFA,"""The Hummus Factory""",Westside,"""7875 W Sahara Ave, Ste 101""",36.143204100000005,-115.26286599999999,4.5,214,Event Planning & Services;Caterers;Burgers;Greek;Restaurants;Middle Eastern;Mediterranean,0.0,0.45918367346938777,0.4897959183673469,0.3877551020408163,0.02040816326530612,0.41836734693877553,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,51.16505045523801
aNe8ofTYrealxqv7VtFTuw,aNe8ofTYrealxqv7VtFTuw,"""Sierra Gold""",Spring Valley,"""6515 S Jones Blvd""",36.0703249,-115.22495249999999,3.5,215,American (New);Restaurants;Pubs;Nightlife;Sports Bars;Bars;Food;Pizza;Breweries,0.0,0.20833333333333334,0.4583333333333333,0.041666666666666664,0.0,0.5416666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.896856286358314
pidpBdWsOFfe7pWypBIoiQ,pidpBdWsOFfe7pWypBIoiQ,"""Miga Korean Bistro""",,"""6112 W Flamingo Rd""",36.114600200000005,-115.22522109999998,4.0,42,Hawaiian;Asian Fusion;Restaurants;Korean,0.0,0.5,0.2857142857142857,0.5,0.023809523809523808,0.42857142857142855,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,46.629060787977096
PgJgpW4TKQ8IoALH2Yq-zA,PgJgpW4TKQ8IoALH2Yq-zA,"""Bayside Buffet at Mandalay Bay""",The Strip,"""3950 S Las Vegas Blvd""",36.091219260100004,-115.1758039,3.0,1033,Arts & Entertainment;Restaurants;Buffets;American (Traditional);Casinos,0.0,0.36477987421383645,0.4716981132075472,0.05660377358490566,0.03773584905660377,0.4528301886792453,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.31854533203542
hJX8WoV-KbFVHojZ6i83Cg,hJX8WoV-KbFVHojZ6i83Cg,"""Quiznos""",Downtown,"""901 S Rancho Dr""",36.1604805,-115.17233,3.5,17,Sandwiches;Fast Food;Restaurants;Delis,0.0,0.0,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.631819185824725
gwYt_q3Ob7aQJIefIBsZiQ,gwYt_q3Ob7aQJIefIBsZiQ,"""Raising Cane's""",Spring Valley,"""7135 S Rainbow Blvd""",36.058716,-115.2433571,4.0,264,Fast Food;Chicken Shop;American (Traditional);Chicken Wings;Restaurants,0.0,0.4107142857142857,0.48214285714285715,0.017857142857142856,0.05357142857142857,0.375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.50025227170384
bAdwf-n52f46-ZjlfJ1Hwg,bAdwf-n52f46-ZjlfJ1Hwg,"""Roberto's Taco Shop""",Centennial,"""7251 W Azure Dr""",36.273014700000004,-115.25186219999999,2.5,26,Fast Food;Mexican;Restaurants,0.0,0.2,0.3,0.0,0.0,0.3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,31.88172626753974
ijg7qQCYnhUWBd5JUxbfvA,ijg7qQCYnhUWBd5JUxbfvA,"""Roxy's Diner""",The Strip,"""2000 Las Vegas Blvd S""",36.1477095179,-115.15520587600001,3.0,357,Restaurants;Burgers;Breakfast & Brunch;Diners;Food;Desserts,0.0,0.4426229508196721,0.3442622950819672,0.06557377049180328,0.03278688524590164,0.5245901639344263,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.67446213760223
crGdKSRKi25R2vorZ7skzg,crGdKSRKi25R2vorZ7skzg,"""Tortilleria San Diego""",Downtown,"""235 N Eastern Ave""",36.1656584,-115.11657849999999,4.5,3,Restaurants;Mexican,,,,,,,,,,,,,,,
l_eFv9Q9Q8RBLqfJJXi9ug,l_eFv9Q9Q8RBLqfJJXi9ug,"""Subway""",University,"""1196 E Tropicana Ave""",36.101557799999995,-115.1374328,2.0,4,Sandwiches;Restaurants;Fast Food,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.006958761741167
ZPZYNq9fNu2GyeCSz7U-fg,ZPZYNq9fNu2GyeCSz7U-fg,"""Five Star Tavern""",Sunrise,"""4220 E Charleston Blvd""",36.1590151,-115.08507730000001,3.0,6,Bars;Casinos;American (New);Arts & Entertainment;Restaurants;Nightlife,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.47427903472352
AYe8rS3qBPuLHSwNOZSbcA,AYe8rS3qBPuLHSwNOZSbcA,"""Sushi Loca""",South Summerlin,"""10965 Lavender Hill Dr""",36.1450494098,-115.33282447100001,3.0,229,Food;Sushi Bars;Restaurants,0.0,0.3958333333333333,0.5,0.041666666666666664,0.041666666666666664,0.5833333333333334,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,47.28924375503273
5_MrPFw9E0cMJ1Q0DJFZOQ,5_MrPFw9E0cMJ1Q0DJFZOQ,"""Tilted Kilt Pub & Eatery""",The Strip,"""3545 Las Vegas Blvd, Unit L-26""",36.1173843209,-115.170322225,3.0,288,Pubs;Sports Bars;Bars;Restaurants;Nightlife;American (Traditional),0.0,0.37037037037037035,0.5,0.07407407407407407,0.018518518518518517,0.5925925925925926,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,44.300057058214506
KPsu_1Q9XYRKWs_ZBTtlTg,KPsu_1Q9XYRKWs_ZBTtlTg,"""Sky Lounge""",The Strip,"""3745 S Las Vegas Blvd""",36.1065949,-115.1709543,2.5,6,Bars;Pizza;Lounges;Restaurants;Nightlife,0.0,1.0,1.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,38.72136673194957
tSbs8i_9Hlaommupjgn63Q,tSbs8i_9Hlaommupjgn63Q,"""Panda Express""",Sunrise,"""4416 E Bonanza Blvd""",36.173984399999995,-115.0797206,3.0,14,Chinese;Fast Food;Restaurants,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.730116254754243
wwEg_6bHfTrOpn_bygIQZg,wwEg_6bHfTrOpn_bygIQZg,"""Little Ceasars""",,"""4388 E Craig Rd, Ste 135""",36.2412164566,-115.077913174,2.0,20,Restaurants;Pizza,0.0,0.375,0.375,0.0,0.0,0.375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.94085377765067
oIoq6WQbyRpPZClMkHQNlQ,oIoq6WQbyRpPZClMkHQNlQ,"""Delicia's Latina's""",Downtown,"""""",36.1600037195,-115.118577965,3.0,4,Restaurants;Cuban;Mexican;Food;Food Trucks,,,,,,,,,,,,,,,
OFw59czUoeeosFMKfRawmg,OFw59czUoeeosFMKfRawmg,"""Gordon Biersch Brewery Restaurant""",Eastside,"""3987 Paradise Rd""",36.1170027,-115.1552488,3.5,352,Nightlife;Breweries;Restaurants;Food;American (New);Bars,0.0,0.4,0.56,0.08,0.0,0.38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,44.97673538393379
9CNObWIk7w8poCo5IAtgmw,9CNObWIk7w8poCo5IAtgmw,"""Raising Cane's""",,"""3535 W Tropicana Ave""",36.1005126302,-115.186880296,4.0,55,Restaurants;Chicken Wings;Food;Chicken Shop;Fast Food;American (Traditional),0.0,0.6363636363636364,0.5,0.0,0.0,0.3181818181818182,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.24875057229279
7KkgMcbVaetryW1wwpzvvA,7KkgMcbVaetryW1wwpzvvA,"""Cafe Rio""",Northwest,"""5765 Centennial Center Blvd""",36.264829999999996,-115.25774299999999,3.5,153,Restaurants;Mexican,0.0,0.5882352941176471,0.4117647058823529,0.14705882352941177,0.029411764705882353,0.35294117647058826,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44.588748795325586
uIbZjRRqR1OR-t2NBCa1Wg,uIbZjRRqR1OR-t2NBCa1Wg,"""Pizza Hut""",,"""5255 S. Decatur Blvd., #113""",36.09445720000001,-115.2088673,2.5,32,Pizza;Italian;Restaurants,0.0,0.5,0.4,0.1,0.0,0.4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,42.7541064615746
GisIy4El3OAxJwnkovgv_A,GisIy4El3OAxJwnkovgv_A,"""Hot Dog on a Stick""",Westside,"""4300 Meadows Ln""",36.172531899999996,-115.197258,3.0,20,Hot Dogs;Restaurants,0.0,0.6666666666666666,0.3333333333333333,0.0,0.2222222222222222,0.5555555555555556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.785305727750618
pyqnGlIfP9Zw8LLxBjyAiA,pyqnGlIfP9Zw8LLxBjyAiA,"""Nobu""",The Strip,"""3570 Las Vegas Blvd S""",36.116743332199995,-115.175368225,4.0,840,Sushi Bars;Japanese;Seafood;Restaurants,1.0,0.4752475247524752,0.4405940594059406,0.07920792079207921,0.009900990099009901,0.693069306930693,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,53.412023193707945
tro-hrljuY1cUAVFYauTlQ,tro-hrljuY1cUAVFYauTlQ,"""In-N-Out Burger""",University,"""4705 S Maryland Pkwy""",36.1041636,-115.13759990000001,4.5,275,Burgers;Restaurants;Fast Food,0.0,0.4166666666666667,0.5277777777777778,0.05555555555555555,0.0,0.19444444444444445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.69872499298715
_QvGAqMmrUIlxpby2Ul5Dg,_QvGAqMmrUIlxpby2Ul5Dg,"""Dona Maria Tamales Restaurant""",Northwest,"""3205 N Tenaya Way""",36.2191460556,-115.251756703,3.5,242,Food;Desserts;Mexican;Seafood;Restaurants,0.0,0.375,0.46875,0.125,0.03125,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,44.860098490436904
YYRP-b61hjDljhWBfmUlDg,YYRP-b61hjDljhWBfmUlDg,"""KFC""",,"""4924 Boulder Hwy""",36.1139,-115.066,2.0,19,Restaurants;Fast Food;Chicken Wings,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.17233025025248
JKTMgelIQ-VHn7SL5nyiWA,JKTMgelIQ-VHn7SL5nyiWA,"""Buddha Thai Bistro""",Southeast,"""9400 S Eastern Ave, Ste 106B""",36.018226299999995,-115.1179256,4.5,86,Chinese;Asian Fusion;Thai;Restaurants,0.0,0.47674418604651164,0.4186046511627907,0.11627906976744186,0.023255813953488372,0.32558139534883723,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,47.075856608349625
4Pb7SlTK89uSdqOwMNM35A,4Pb7SlTK89uSdqOwMNM35A,"""Tequila Taqueria""",The Strip,"""3645 Las Vegas Blvd S""",36.113859999999995,-115.168798,3.0,187,Burgers;Bars;Restaurants;Mexican;Nightlife;Tex-Mex;Cocktail Bars;Beer Bar,0.0,0.4925373134328358,0.373134328358209,0.07462686567164178,0.014925373134328358,0.5373134328358209,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,44.01408292508169
J121PGT4oi5AqVbtMoEfVw,J121PGT4oi5AqVbtMoEfVw,"""La Parrilla""",Eastside,"""4161 S Eastern Ave""",36.113043100000006,-115.1194493,3.5,6,Restaurants;Mexican,,,,,,,,,,,,,,,
LpGCzgAKNSpzDNEUMVVtZA,LpGCzgAKNSpzDNEUMVVtZA,"""Grimaldi's Pizzeria""",Spring Valley,"""7155 S Rainbow Blvd, Ste 125""",36.0583338569,-115.243319197,4.0,459,Pizza;Restaurants,1.0,0.42857142857142855,0.47619047619047616,0.2222222222222222,0.031746031746031744,0.5396825396825397,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.05460612875962
iFCz-xI7CV98fcaB4Chh3g,iFCz-xI7CV98fcaB4Chh3g,"""The Black Sheep""",Spring Valley,"""8680 W Warm Springs Rd""",36.0560801,-115.2808739,4.5,178,Cocktail Bars;Nightlife;Restaurants;Wine Bars;American (New);Bars,0.0,0.4887640449438202,0.4943820224719101,0.17415730337078653,0.02247191011235955,0.6292134831460674,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,45.68136912313311
82YGtjc5KKikNiqBZ33qzw,82YGtjc5KKikNiqBZ33qzw,"""Kyara Japanese Tapas""",Spring Valley,"""6555 S Jones Blvd, Ste 120""",36.0698514,-115.2249867,4.0,428,Food;Restaurants;Japanese;Tapas Bars;Desserts,1.0,0.4444444444444444,0.4888888888888889,0.17777777777777778,0.0,0.5333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,52.59359908601796
zAhv5Pg3vUB_kzdCj0KtDg,zAhv5Pg3vUB_kzdCj0KtDg,"""The Chicken Shack""",Spring Valley,"""4950 S. Rainbow Blvd, Ste 130""",36.0985966084,-115.242525861,3.5,33,Restaurants;Fast Food;Chicken Wings;Chicken Shop,0.0,0.5454545454545454,0.42424242424242425,0.12121212121212122,0.0,0.24242424242424243,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.33650191505143
DHUAQ4pzH9KKzGZDm1jZLg,DHUAQ4pzH9KKzGZDm1jZLg,"""Krispy Kreme Doughnuts""",Chinatown,"""7015 W Spring Mountain Rd""",36.1252910295,-115.245750385,3.0,133,Donuts;Cafes;Restaurants;Coffee & Tea;Food,0.0,0.41379310344827586,0.4827586206896552,0.0,0.06896551724137931,0.3448275862068966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,44.85827327518233
kMGfuOZeBDNQJ4_pBjE26Q,kMGfuOZeBDNQJ4_pBjE26Q,"""Taqueria Del Paisano""",,"""3603 N Las Vegas Blvd""",36.2266667168,-115.081340857,4.5,6,Restaurants;Mexican,0.0,0.5,0.5,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47.03421116977266
luf0E5FPY-hv-uceL8QtBA,luf0E5FPY-hv-uceL8QtBA,"""Fat Bar""",The Strip,"""3763 Las Vegas Blvd S""",36.105267700000006,-115.17249640000001,4.0,23,American (New);Sports Bars;American (Traditional);Nightlife;Bars;Restaurants,0.0,0.4,0.2,0.0,0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.45089146074072
Rv1IiQaIIDunqzS8dSvHCw,Rv1IiQaIIDunqzS8dSvHCw,"""Plumeria Thai Cafe""",Northwest,"""6710 W Cheyenne Ave""",36.2192233223,-115.24270378799999,4.5,218,Asian Fusion;Restaurants;Thai;Hawaiian,0.0,0.5609756097560976,0.5365853658536586,0.14634146341463414,0.024390243902439025,0.5121951219512195,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,48.918230533976946
tZW4NLpEYinu4mIxdKj0Pw,tZW4NLpEYinu4mIxdKj0Pw,"""The Rose Grill""",Downtown,"""3328 E Charleston Blvd""",36.1585755,-115.0996395,3.5,3,Restaurants;Burgers;Salad;Pizza,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.3960456986541
gPzDw2Ms6JZRZhA2tyxItw,gPzDw2Ms6JZRZhA2tyxItw,"""Burger King""",Eastside,"""3355 S Maryland Pkwy""",36.12817329999999,-115.1374956,2.5,11,Fast Food;Burgers;Restaurants,0.0,0.2,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5816831070935
MXpCVzm1V5OH05KO6n7ntA,MXpCVzm1V5OH05KO6n7ntA,"""The Corndog Company LV""",Centennial,"""5720 Centennial Center Blvd""",36.2657011,-115.25996459999999,5.0,7,Food Trucks;Restaurants;Hot Dogs;Food;Street Vendors,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.0,0.7142857142857143,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.38087441741978
qtZ50TWkfNS2UtLLuD1m8Q,qtZ50TWkfNS2UtLLuD1m8Q,"""Freddy's Frozen Custard & Steakburgers""",Westside,"""4675 W Charleston Blvd""",36.158624200000006,-115.2047571,4.5,113,Hot Dogs;Burgers;Fast Food;Ice Cream & Frozen Yogurt;Restaurants;Food,0.0,0.45132743362831856,0.5221238938053098,0.08849557522123894,0.04424778761061947,0.5132743362831859,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.34792381942496
2oCM63whZH_IW6kzxciysg,2oCM63whZH_IW6kzxciysg,"""Taqueria El Pastorcito 2""",Westside,"""4820 W Charleston Blvd""",36.159418485799996,-115.20734263899999,3.5,3,Mexican;Food Trucks;Street Vendors;Restaurants;Food,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43.23881443721164
V1EdIokE0YYN__dNYfXRdA,V1EdIokE0YYN__dNYfXRdA,"""Pokeman""",Chinatown,"""3735 Spring Mountain Rd, Ste 206""",36.126129999999996,-115.1891408,4.0,171,Hawaiian;Food;Japanese;Restaurants;Sushi Bars;Poke,0.0,0.46153846153846156,0.4230769230769231,0.07692307692307693,0.0,0.1346153846153846,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,43.144912478338576
vuqHcBCbxH36hCFsZ1W-0Q,vuqHcBCbxH36hCFsZ1W-0Q,"""Mulligan's Pub""",Southeast,"""6471 Boulder Hwy""",36.084130145,-115.031260665,3.5,47,Nightlife;Irish;Bars;Restaurants;Irish Pub;Pubs,0.0,0.5,0.6,0.0,0.2,0.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,40.67624484558161
mDtlBsfTUPDuASvUcKWSbw,mDtlBsfTUPDuASvUcKWSbw,"""L&L Hawaiian Barbecue""",,"""6118 W Flamingo Rd""",36.11590089999999,-115.22632040000002,4.0,65,Barbeque;Hawaiian;Restaurants,0.0,0.5263157894736842,0.3684210526315789,0.21052631578947367,0.05263157894736842,0.2631578947368421,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,46.80974916535883
16Fplxu-OwVmTEFxQAUP4g,16Fplxu-OwVmTEFxQAUP4g,"""TENDER Steak & Seafood""",The Strip,"""3900 Las Vegas Blvd S""",36.095355639699996,-115.176614273,3.5,421,Nightlife;Restaurants;Steakhouses;Bars;American (Traditional),0.0,0.31666666666666665,0.35,0.15,0.03333333333333333,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,41.59963077550014
kaVWvc71cXH9MKuQmDtVUA,kaVWvc71cXH9MKuQmDtVUA,"""Pho Thai Binh""",Chinatown,"""4631 W Spring Mountain Rd""",36.1263001,-115.20371740000002,3.0,12,Vietnamese;Restaurants,,,,,,,,,,,,,,,
dP1_wP59hvVDWNzFFS_6YQ,dP1_wP59hvVDWNzFFS_6YQ,"""Subway""",The Strip,"""3999 Las Vegas Blvd S""",36.090389813099996,-115.17231037200001,2.0,15,Restaurants;Sandwiches;Fast Food,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.88201658358251
T5nTtSCSRoEYMsZPhF61wg,T5nTtSCSRoEYMsZPhF61wg,"""Waffles Cafe""",Centennial,"""6446 N Durango Dr, Ste 150""",36.2779836878,-115.286947773,4.0,270,Breakfast & Brunch;Coffee & Tea;Restaurants;Food,0.0,0.46808510638297873,0.5319148936170213,0.0,0.02127659574468085,0.5531914893617021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.86645961962266
gKFDJ9IpFxt95DHxTN7ZHw,gKFDJ9IpFxt95DHxTN7ZHw,"""Gyro Time Restaurant""",Northwest,"""7660 W Cheyenne Ave""",36.2191781,-115.26247120000001,3.5,75,Restaurants;Mediterranean;Greek,0.0,0.8571428571428571,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,43.887641364814435
